gene ID,log2FC,p-value
CGI_10004649,-0.043925268,0.969925428
CGI_10001043,-0.041073462,0.970057706
CGI_10003719,-0.058944955,0.970057706
CGI_10004543,-0.057335444,0.970057706
CGI_10006285,0.053590748,0.970057706
CGI_10009772,0.053844864,0.970057706
CGI_10010903,-0.052714897,0.970057706
CGI_10011221,-0.057857439,0.970057706
CGI_10012226,0.054485071,0.970057706
CGI_10013432,-0.055909637,0.970057706
CGI_10014343,-0.044001665,0.970057706
CGI_10017833,-0.059092824,0.970057706
CGI_10018180,0.053166155,0.970057706
CGI_10018195,-0.049420757,0.970057706
CGI_10021088,0.053194579,0.970057706
CGI_10022212,-0.042382733,0.970057706
CGI_10022483,-0.022098732,0.970057706
CGI_10023707,-0.053623574,0.970057706
CGI_10027467,-0.056165229,0.970057706
CGI_10028088,-0.043628023,0.970057706
CGI_10004981,0.052584244,0.970104022
CGI_10004915,-0.036842757,0.970165754
CGI_10014976,-0.044173019,0.970165754
CGI_10028669,-0.042546835,0.970165754
CGI_10001617,0.046291978,0.970168015
CGI_10002617,-0.02820582,0.970168015
CGI_10009473,-0.043530384,0.970168015
CGI_10011260,-0.051240633,0.970168015
CGI_10012054,0.058356263,0.970168015
CGI_10028776,-0.040226113,0.970168015
CGI_10011039,-0.05880646,0.970178868
CGI_10004986,0.05471494,0.970187173
CGI_10011010,0.052859009,0.970187173
CGI_10020046,0.058342056,0.970187173
CGI_10025242,-0.034202186,0.970187173
CGI_10004511,0.050739804,0.97020204
CGI_10007629,0.033188597,0.97020204
CGI_10008687,0.058736664,0.97020204
CGI_10020690,0.057678631,0.97020204
CGI_10009604,0.032903094,0.970230178
CGI_10001354,-0.056602445,0.97029821
CGI_10004661,-0.05553294,0.97029821
CGI_10017362,-0.026393741,0.97029821
CGI_10018305,-0.042519288,0.97029821
CGI_10018495,-0.046545868,0.97029821
CGI_10006793,0.028124985,0.970313956
CGI_10001820,-0.051750901,0.97040892
CGI_10021607,0.032346428,0.97040892
CGI_10008785,-0.05068979,0.970492741
CGI_10010648,-0.05774618,0.970499516
CGI_10014475,-0.036886675,0.970499516
CGI_10004985,0.058511615,0.970521363
CGI_10006572,0.052476659,0.970521363
CGI_10010073,0.033206563,0.970521363
CGI_10011774,-0.058523183,0.970521363
CGI_10022815,-0.032409375,0.970521363
CGI_10025309,0.057801375,0.970521363
CGI_10002248,-0.047990285,0.970735058
CGI_10002744,-0.048744718,0.970735058
CGI_10003028,-0.057059477,0.970735058
CGI_10006995,0.024340772,0.970735058
CGI_10007635,-0.056570621,0.970735058
CGI_10007757,0.02373077,0.970735058
CGI_10008432,-0.05664445,0.970735058
CGI_10010069,-0.04613327,0.970735058
CGI_10010148,0.029541222,0.970735058
CGI_10010943,0.027800985,0.970735058
CGI_10011180,-0.043336979,0.970735058
CGI_10011311,-0.057145582,0.970735058
CGI_10011625,-0.04780341,0.970735058
CGI_10011912,-0.05731326,0.970735058
CGI_10013496,0.048430052,0.970735058
CGI_10016778,-0.045086837,0.970735058
CGI_10018515,0.038471388,0.970735058
CGI_10018833,-0.036511021,0.970735058
CGI_10024821,0.05613712,0.970735058
CGI_10001741,-0.057400608,0.970788233
CGI_10003931,-0.055706544,0.970788233
CGI_10004205,0.053280448,0.970788233
CGI_10004478,0.026307946,0.970788233
CGI_10004859,-0.040401403,0.970788233
CGI_10005706,-0.046406683,0.970788233
CGI_10006300,-0.027362078,0.970788233
CGI_10006392,-0.05753998,0.970788233
CGI_10007140,-0.03384958,0.970788233
CGI_10007148,0.058012901,0.970788233
CGI_10007552,-0.056492039,0.970788233
CGI_10008409,0.053233968,0.970788233
CGI_10009259,-0.058109841,0.970788233
CGI_10010098,0.055900939,0.970788233
CGI_10011430,0.039822086,0.970788233
CGI_10011511,-0.027691592,0.970788233
CGI_10011943,0.030073696,0.970788233
CGI_10013777,0.055134623,0.970788233
CGI_10014119,0.041168688,0.970788233
CGI_10018259,0.047335681,0.970788233
CGI_10020286,0.040857452,0.970788233
CGI_10022150,-0.039108727,0.970788233
CGI_10022364,-0.054505581,0.970788233
CGI_10023836,0.037903116,0.970788233
CGI_10025620,0.057395435,0.970788233
CGI_10027479,0.047803499,0.970788233
CGI_10027614,-0.038551574,0.970788233
CGI_10028011,0.053428541,0.970788233
CGI_10027607,-0.021982209,0.970980411
CGI_10004360,0.050339713,0.971058549
CGI_10005128,0.051104717,0.971058549
CGI_10007200,-0.039185186,0.971058549
CGI_10007241,-0.034602895,0.971058549
CGI_10007974,-0.050246259,0.971058549
CGI_10009736,0.051130475,0.971058549
CGI_10012705,0.057135929,0.971058549
CGI_10013499,-0.05232173,0.971058549
CGI_10015722,-0.055152452,0.971058549
CGI_10016942,-0.028331385,0.971058549
CGI_10020332,0.050358089,0.971058549
CGI_10024256,0.053584018,0.971058549
CGI_10024472,-0.050569418,0.971058549
CGI_10025224,-0.049043468,0.971058549
CGI_10026963,0.056645949,0.971058549
CGI_10027625,-0.057185949,0.971058549
CGI_10000403,-0.05705953,0.971093257
CGI_10000687,-0.048812723,0.971093257
CGI_10002450,-0.057679754,0.971093257
CGI_10002574,-0.05202254,0.971093257
CGI_10003691,0.045354733,0.971093257
CGI_10003779,-0.031918549,0.971093257
CGI_10004466,-0.05740374,0.971093257
CGI_10004561,-0.05187224,0.971093257
CGI_10006662,0.055896894,0.971093257
CGI_10008678,0.048708193,0.971093257
CGI_10010503,-0.039590681,0.971093257
CGI_10010613,-0.051216185,0.971093257
CGI_10012099,0.043488899,0.971093257
CGI_10012713,0.032400706,0.971093257
CGI_10013609,-0.056247329,0.971093257
CGI_10013795,0.042066391,0.971093257
CGI_10017766,-0.050959195,0.971093257
CGI_10018642,0.052628986,0.971093257
CGI_10018763,-0.031735462,0.971093257
CGI_10020587,0.032562107,0.971093257
CGI_10021340,-0.053775323,0.971093257
CGI_10021668,0.046668852,0.971093257
CGI_10022443,0.030725915,0.971093257
CGI_10023600,-0.034748521,0.971093257
CGI_10024494,0.037386729,0.971093257
CGI_10024580,0.02783881,0.971093257
CGI_10025613,-0.055041818,0.971093257
CGI_10026762,-0.047451746,0.971093257
CGI_10028546,-0.044213575,0.971093257
CGI_10027935,-0.054527702,0.971094153
CGI_10013699,-0.037545084,0.971133678
CGI_10011476,-0.052380094,0.97125522
CGI_10000074,-0.055307127,0.971286378
CGI_10000315,0.051780559,0.971286378
CGI_10000879,-0.045597616,0.971286378
CGI_10001216,0.051803545,0.971286378
CGI_10001520,0.039890732,0.971286378
CGI_10001524,0.052197871,0.971286378
CGI_10002558,-0.055359771,0.971286378
CGI_10002652,-0.046802929,0.971286378
CGI_10003042,0.049091495,0.971286378
CGI_10003092,0.028521363,0.971286378
CGI_10003922,-0.053696844,0.971286378
CGI_10004285,-0.04862142,0.971286378
CGI_10004527,0.030826563,0.971286378
CGI_10004591,0.052645229,0.971286378
CGI_10005021,0.052826401,0.971286378
CGI_10005047,-0.054915752,0.971286378
CGI_10005144,0.048850526,0.971286378
CGI_10005415,-0.039423049,0.971286378
CGI_10005503,0.03977234,0.971286378
CGI_10005731,-0.043353063,0.971286378
CGI_10005739,0.041690737,0.971286378
CGI_10006073,-0.043309201,0.971286378
CGI_10006206,0.052262474,0.971286378
CGI_10006319,0.04335986,0.971286378
CGI_10006485,-0.044782933,0.971286378
CGI_10006686,0.046647904,0.971286378
CGI_10006824,0.047167955,0.971286378
CGI_10006869,0.039662571,0.971286378
CGI_10007010,0.040665113,0.971286378
CGI_10007440,-0.042296785,0.971286378
CGI_10008345,-0.039244352,0.971286378
CGI_10008363,-0.056083,0.971286378
CGI_10008384,0.055736197,0.971286378
CGI_10008528,0.056415585,0.971286378
CGI_10008704,0.047729988,0.971286378
CGI_10008744,0.049520587,0.971286378
CGI_10008836,-0.02516305,0.971286378
CGI_10008866,0.026234037,0.971286378
CGI_10008926,-0.052864768,0.971286378
CGI_10009131,0.049673553,0.971286378
CGI_10009190,-0.057367894,0.971286378
CGI_10009624,0.048265903,0.971286378
CGI_10009659,0.053965535,0.971286378
CGI_10009930,-0.03926127,0.971286378
CGI_10010058,-0.057021302,0.971286378
CGI_10010070,0.047794567,0.971286378
CGI_10010382,-0.053710043,0.971286378
CGI_10010633,-0.036728829,0.971286378
CGI_10010684,0.046472563,0.971286378
CGI_10010702,0.05542211,0.971286378
CGI_10010823,0.045638729,0.971286378
CGI_10010986,-0.04664715,0.971286378
CGI_10011083,-0.055284218,0.971286378
CGI_10011130,-0.02878734,0.971286378
CGI_10011354,-0.029370521,0.971286378
CGI_10011406,0.055828805,0.971286378
CGI_10011741,-0.039633283,0.971286378
CGI_10011895,-0.04268389,0.971286378
CGI_10012271,0.038974687,0.971286378
CGI_10012297,-0.054965417,0.971286378
CGI_10013618,-0.030393023,0.971286378
CGI_10014136,-0.031027877,0.971286378
CGI_10014226,-0.032235798,0.971286378
CGI_10014252,-0.037182094,0.971286378
CGI_10014419,-0.028383783,0.971286378
CGI_10014837,-0.056629117,0.971286378
CGI_10014862,-0.046206471,0.971286378
CGI_10015010,-0.045287473,0.971286378
CGI_10015647,-0.055100969,0.971286378
CGI_10015648,0.03785336,0.971286378
CGI_10015693,-0.055217614,0.971286378
CGI_10015829,-0.053190354,0.971286378
CGI_10015854,-0.052249037,0.971286378
CGI_10015873,-0.054290664,0.971286378
CGI_10016341,0.046985065,0.971286378
CGI_10016425,0.036387505,0.971286378
CGI_10016779,0.036910383,0.971286378
CGI_10016800,-0.041522456,0.971286378
CGI_10016819,0.028914334,0.971286378
CGI_10017072,-0.038426394,0.971286378
CGI_10017189,0.042938037,0.971286378
CGI_10017368,0.055612417,0.971286378
CGI_10017691,0.045126442,0.971286378
CGI_10018401,-0.041580423,0.971286378
CGI_10018454,-0.034087866,0.971286378
CGI_10018582,-0.052509673,0.971286378
CGI_10018709,0.054897217,0.971286378
CGI_10018882,-0.024200385,0.971286378
CGI_10019050,0.02897377,0.971286378
CGI_10019064,-0.030192052,0.971286378
CGI_10019160,0.028200107,0.971286378
CGI_10019609,0.027816655,0.971286378
CGI_10019708,-0.052964955,0.971286378
CGI_10020354,-0.034933052,0.971286378
CGI_10020361,-0.031843214,0.971286378
CGI_10020447,-0.022868587,0.971286378
CGI_10020608,0.056935711,0.971286378
CGI_10020725,-0.039760527,0.971286378
CGI_10020949,0.031516565,0.971286378
CGI_10021053,-0.056841748,0.971286378
CGI_10021124,0.041104894,0.971286378
CGI_10021165,0.024005623,0.971286378
CGI_10021200,-0.05624182,0.971286378
CGI_10021416,0.054736328,0.971286378
CGI_10021662,-0.042754067,0.971286378
CGI_10022230,-0.035674069,0.971286378
CGI_10022315,-0.056153892,0.971286378
CGI_10022366,-0.048787614,0.971286378
CGI_10022386,0.043065625,0.971286378
CGI_10022464,0.033860584,0.971286378
CGI_10022489,0.053397893,0.971286378
CGI_10022822,-0.055618683,0.971286378
CGI_10022930,-0.053645381,0.971286378
CGI_10023033,0.039077629,0.971286378
CGI_10023136,0.057020454,0.971286378
CGI_10023195,-0.050882567,0.971286378
CGI_10023299,0.044937326,0.971286378
CGI_10023690,-0.055104991,0.971286378
CGI_10023713,0.036776356,0.971286378
CGI_10023729,-0.025975109,0.971286378
CGI_10023861,-0.046311359,0.971286378
CGI_10024063,-0.052746542,0.971286378
CGI_10024350,0.047761972,0.971286378
CGI_10024502,0.055868817,0.971286378
CGI_10024742,-0.041184922,0.971286378
CGI_10024751,-0.032481358,0.971286378
CGI_10025017,-0.024073815,0.971286378
CGI_10025052,-0.048034023,0.971286378
CGI_10025067,0.055559267,0.971286378
CGI_10025118,-0.045013269,0.971286378
CGI_10025762,-0.024964824,0.971286378
CGI_10026760,0.028197098,0.971286378
CGI_10027241,0.028232688,0.971286378
CGI_10027838,0.050782824,0.971286378
CGI_10027998,-0.041599568,0.971286378
CGI_10028159,-0.056547997,0.971286378
CGI_10028228,0.037793846,0.971286378
CGI_10021854,-0.052076436,0.971309756
CGI_10023400,0.038162134,0.971393671
CGI_10021098,0.053116313,0.971527949
CGI_10024811,0.027617126,0.971527949
CGI_10013016,-0.044702881,0.971548829
CGI_10024826,-0.035921761,0.971548829
CGI_10012063,0.031601705,0.971638413
CGI_10018850,0.042427004,0.971638413
CGI_10007247,-0.029186099,0.97165404
CGI_10014757,0.053550729,0.97165404
CGI_10022778,0.029667643,0.97165404
CGI_10000882,0.052652958,0.971659255
CGI_10003589,-0.035985224,0.971659255
CGI_10005290,0.051472273,0.971659255
CGI_10006770,-0.055904862,0.971659255
CGI_10007640,0.025054254,0.971659255
CGI_10015528,-0.054190698,0.971659255
CGI_10015734,-0.026385366,0.971659255
CGI_10021927,0.055739969,0.971659255
CGI_10023431,-0.039705558,0.971693132
CGI_10019530,0.021121545,0.97172579
CGI_10004006,0.026645534,0.971730279
CGI_10005798,0.054703194,0.971730279
CGI_10007091,-0.052479753,0.971730279
CGI_10010579,-0.036835058,0.971730279
CGI_10017968,-0.032345263,0.971730279
CGI_10024619,0.037434978,0.971730279
CGI_10015788,0.05165114,0.971807144
CGI_10003889,-0.053530097,0.971818815
CGI_10009694,-0.044135523,0.971818815
CGI_10017622,0.051537886,0.971818815
CGI_10020663,-0.042031885,0.971818815
CGI_10023411,0.051144557,0.971818815
CGI_10000913,0.052877029,0.971820433
CGI_10004893,0.038079744,0.971820433
CGI_10008008,0.036809334,0.971820433
CGI_10028779,0.048804584,0.971820433
CGI_10009615,-0.050079747,0.97182485
CGI_10023551,0.030981365,0.97182485
CGI_10001169,0.043959728,0.971951879
CGI_10001486,-0.051021375,0.971951879
CGI_10002703,-0.055496923,0.971951879
CGI_10004198,0.05204877,0.971951879
CGI_10005289,-0.055405341,0.971951879
CGI_10005931,0.02777365,0.971951879
CGI_10008786,-0.025622941,0.971951879
CGI_10009298,0.048156784,0.971951879
CGI_10009470,0.038310562,0.971951879
CGI_10010589,0.05227601,0.971951879
CGI_10011273,0.042421803,0.971951879
CGI_10012745,0.035301914,0.971951879
CGI_10013399,-0.026701027,0.971951879
CGI_10013540,0.053425328,0.971951879
CGI_10013647,-0.052669076,0.971951879
CGI_10015662,-0.047137202,0.971951879
CGI_10019440,-0.027122009,0.971951879
CGI_10020147,-0.028191979,0.971951879
CGI_10023341,-0.05272365,0.971951879
CGI_10024433,-0.035012314,0.971951879
CGI_10024876,-0.048106253,0.971951879
CGI_10027785,-0.05353599,0.971985067
CGI_10027793,0.027787235,0.972003975
CGI_10007415,-0.038451276,0.972032869
CGI_10012272,-0.036657149,0.972162698
CGI_10014386,0.054435596,0.972162698
CGI_10018766,0.034331401,0.972188656
CGI_10028689,0.028322689,0.972327082
CGI_10024527,-0.043927175,0.972506305
CGI_10000552,-0.054015828,0.972616842
CGI_10016758,-0.054926227,0.972616842
CGI_10019920,-0.027255529,0.972616842
CGI_10026458,-0.053957188,0.972616842
CGI_10000219,-0.04023112,0.97269007
CGI_10000332,0.05490985,0.97269007
CGI_10001345,0.054260175,0.97269007
CGI_10001829,0.051910488,0.97269007
CGI_10003424,0.043100705,0.97269007
CGI_10004343,-0.054935121,0.97269007
CGI_10004479,-0.054615805,0.97269007
CGI_10004542,0.054717134,0.97269007
CGI_10006373,0.040971946,0.97269007
CGI_10008469,-0.025349358,0.97269007
CGI_10009018,-0.039113725,0.97269007
CGI_10009257,-0.054637277,0.97269007
CGI_10010683,0.044960817,0.97269007
CGI_10011377,-0.033672273,0.97269007
CGI_10011854,-0.052710792,0.97269007
CGI_10012737,0.024714881,0.97269007
CGI_10012995,0.050415091,0.97269007
CGI_10016385,-0.042030269,0.97269007
CGI_10016711,0.037247025,0.97269007
CGI_10017334,0.034266491,0.97269007
CGI_10017608,0.036213553,0.97269007
CGI_10017627,0.0550683,0.97269007
CGI_10018257,-0.049670395,0.97269007
CGI_10018430,-0.055033534,0.97269007
CGI_10018450,0.033097532,0.97269007
CGI_10021172,-0.05390956,0.97269007
CGI_10021540,0.054301434,0.97269007
CGI_10022633,0.054665128,0.97269007
CGI_10022656,0.05380209,0.97269007
CGI_10022921,-0.050110722,0.97269007
CGI_10023725,0.03289892,0.97269007
CGI_10026580,0.052826167,0.97269007
CGI_10026955,-0.027138296,0.97269007
CGI_10018902,-0.032519676,0.97295102
CGI_10021757,0.054087315,0.97295102
CGI_10007016,-0.040761894,0.972959274
CGI_10017787,-0.049160246,0.973093103
CGI_10000166,-0.046768883,0.97311472
CGI_10000191,0.054488274,0.97311472
CGI_10000767,-0.042868456,0.97311472
CGI_10001522,-0.029285884,0.97311472
CGI_10001749,0.048473189,0.97311472
CGI_10002265,-0.028604329,0.97311472
CGI_10002303,0.047099459,0.97311472
CGI_10002430,0.045432918,0.97311472
CGI_10002542,-0.053341197,0.97311472
CGI_10002599,-0.050447673,0.97311472
CGI_10003066,-0.053211414,0.97311472
CGI_10003379,0.052691544,0.97311472
CGI_10003527,0.050624543,0.97311472
CGI_10003585,0.054088193,0.97311472
CGI_10003710,0.041825528,0.97311472
CGI_10004275,-0.041349383,0.97311472
CGI_10004423,-0.050451452,0.97311472
CGI_10004514,0.053850436,0.97311472
CGI_10005037,-0.039089352,0.97311472
CGI_10005121,-0.035835178,0.97311472
CGI_10005309,-0.051492336,0.97311472
CGI_10005357,-0.043264069,0.97311472
CGI_10005427,0.053714002,0.97311472
CGI_10005843,0.053650967,0.97311472
CGI_10005884,0.048047584,0.97311472
CGI_10005906,-0.024742221,0.97311472
CGI_10006974,0.052011353,0.97311472
CGI_10007191,-0.047599201,0.97311472
CGI_10007452,0.038583101,0.97311472
CGI_10007632,-0.038345931,0.97311472
CGI_10007795,-0.051479182,0.97311472
CGI_10009887,0.053881902,0.97311472
CGI_10009895,-0.042739178,0.97311472
CGI_10010031,-0.040289355,0.97311472
CGI_10010118,0.042062761,0.97311472
CGI_10010680,-0.05309013,0.97311472
CGI_10010695,0.052441465,0.97311472
CGI_10010728,-0.046943187,0.97311472
CGI_10010768,0.050680195,0.97311472
CGI_10011585,0.038049661,0.97311472
CGI_10011590,-0.043152419,0.97311472
CGI_10011965,0.046062923,0.97311472
CGI_10012227,-0.04788737,0.97311472
CGI_10012681,0.052145327,0.97311472
CGI_10013235,0.054030947,0.97311472
CGI_10013279,0.036533157,0.97311472
CGI_10013563,0.040009996,0.97311472
CGI_10013725,-0.050790156,0.97311472
CGI_10013825,0.043412341,0.97311472
CGI_10014014,-0.042917532,0.97311472
CGI_10014376,-0.033635703,0.97311472
CGI_10014643,0.040667595,0.97311472
CGI_10015331,0.033838403,0.97311472
CGI_10015507,-0.026791501,0.97311472
CGI_10015520,0.054401309,0.97311472
CGI_10015900,-0.030727594,0.97311472
CGI_10015968,0.053877831,0.97311472
CGI_10016491,0.039859617,0.97311472
CGI_10017152,-0.03241113,0.97311472
CGI_10017219,0.044242415,0.97311472
CGI_10017360,0.054204678,0.97311472
CGI_10017582,0.031068806,0.97311472
CGI_10017726,0.035418433,0.97311472
CGI_10017868,0.041792713,0.97311472
CGI_10017955,0.028265934,0.97311472
CGI_10017975,-0.048940758,0.97311472
CGI_10018640,0.05304523,0.97311472
CGI_10018658,-0.033276051,0.97311472
CGI_10019449,-0.043779412,0.97311472
CGI_10019690,-0.053470204,0.97311472
CGI_10019879,-0.053815448,0.97311472
CGI_10019916,0.044825289,0.97311472
CGI_10020312,-0.044164397,0.97311472
CGI_10020633,0.035585532,0.97311472
CGI_10020640,-0.028193477,0.97311472
CGI_10020688,-0.027475674,0.97311472
CGI_10020744,0.050079612,0.97311472
CGI_10020861,0.039763865,0.97311472
CGI_10020913,0.053802709,0.97311472
CGI_10020996,0.028589635,0.97311472
CGI_10021081,0.026731572,0.97311472
CGI_10021227,0.040063572,0.97311472
CGI_10021358,0.028962678,0.97311472
CGI_10021462,0.033643858,0.97311472
CGI_10021487,0.050459309,0.97311472
CGI_10021727,-0.044639727,0.97311472
CGI_10021847,0.048098543,0.97311472
CGI_10022085,-0.045187469,0.97311472
CGI_10022238,0.050008022,0.97311472
CGI_10022283,-0.048191282,0.97311472
CGI_10022511,-0.044548778,0.97311472
CGI_10022554,-0.023861257,0.97311472
CGI_10022787,-0.042581886,0.97311472
CGI_10022873,0.041907302,0.97311472
CGI_10022954,0.051871431,0.97311472
CGI_10023514,0.049097938,0.97311472
CGI_10023898,0.033818711,0.97311472
CGI_10024037,0.03457084,0.97311472
CGI_10024323,-0.048286474,0.97311472
CGI_10024594,0.029108546,0.97311472
CGI_10024607,-0.027683866,0.97311472
CGI_10025014,-0.043679868,0.97311472
CGI_10025095,0.027952699,0.97311472
CGI_10025421,0.053626403,0.97311472
CGI_10025463,0.050993505,0.97311472
CGI_10026026,0.037581425,0.97311472
CGI_10026357,0.026939867,0.97311472
CGI_10026447,0.022431656,0.97311472
CGI_10026509,0.023719514,0.97311472
CGI_10026638,0.050212918,0.97311472
CGI_10026932,0.051167569,0.97311472
CGI_10027133,-0.037772661,0.97311472
CGI_10027183,-0.040839418,0.97311472
CGI_10027192,0.049166052,0.97311472
CGI_10027226,0.05271101,0.97311472
CGI_10027665,0.046123869,0.97311472
CGI_10027700,-0.051710963,0.97311472
CGI_10027711,0.035143951,0.97311472
CGI_10027717,-0.041310099,0.97311472
CGI_10027932,-0.047932896,0.97311472
CGI_10028127,0.041081787,0.97311472
CGI_10028136,-0.021461243,0.97311472
CGI_10028924,-0.05364269,0.97311472
CGI_10010490,-0.023662341,0.973145919
CGI_10008411,-0.028894608,0.973164391
CGI_10023914,0.045948587,0.973287224
CGI_10015911,-0.034728954,0.97335224
CGI_10013981,0.042243092,0.973389298
CGI_10026632,0.048875248,0.973389298
CGI_10001224,0.053005522,0.973643833
CGI_10001838,-0.052408962,0.973643833
CGI_10003539,0.030627979,0.973643833
CGI_10004647,0.04875645,0.973643833
CGI_10005194,0.051507482,0.973643833
CGI_10005867,-0.0508016,0.973643833
CGI_10006131,0.030274631,0.973643833
CGI_10012164,-0.051675102,0.973643833
CGI_10016089,0.047971254,0.973643833
CGI_10018865,-0.033744193,0.973643833
CGI_10019634,-0.022363179,0.973643833
CGI_10020062,0.037314969,0.973643833
CGI_10022377,0.038729039,0.973643833
CGI_10025732,-0.045366933,0.973643833
CGI_10026841,-0.035526072,0.973643833
CGI_10028684,0.038547865,0.973643833
CGI_10028808,0.035666074,0.973643833
CGI_10025506,-0.049785102,0.973736523
CGI_10012377,0.053115734,0.973771045
CGI_10024649,-0.051365633,0.973811399
CGI_10010253,0.053157238,0.973871724
CGI_10016203,-0.033413954,0.973871724
CGI_10017017,0.031725403,0.973934069
CGI_10008825,0.041335374,0.974075166
CGI_10009896,-0.052683129,0.974075166
CGI_10025038,-0.049668667,0.974075166
CGI_10001261,-0.035614151,0.974094917
CGI_10001636,0.036933177,0.974094917
CGI_10003544,-0.039701718,0.974094917
CGI_10004866,-0.037156124,0.974094917
CGI_10005383,-0.029013522,0.974094917
CGI_10005671,-0.047946642,0.974094917
CGI_10006915,0.032178215,0.974094917
CGI_10007300,-0.046951935,0.974094917
CGI_10009356,-0.031277219,0.974094917
CGI_10009773,0.050195968,0.974094917
CGI_10011114,-0.051495466,0.974094917
CGI_10015464,0.052752619,0.974094917
CGI_10015995,-0.045996407,0.974094917
CGI_10016355,0.046193029,0.974094917
CGI_10017028,-0.051729643,0.974094917
CGI_10018358,-0.037568713,0.974094917
CGI_10022264,0.049183417,0.974094917
CGI_10022513,0.040083138,0.974094917
CGI_10023048,0.049206386,0.974094917
CGI_10023843,-0.052340836,0.974094917
CGI_10024584,-0.035261433,0.974094917
CGI_10026596,-0.052786221,0.974094917
CGI_10026644,-0.037452429,0.974094917
CGI_10025577,0.051036377,0.974115159
CGI_10004884,-0.039595265,0.97416572
CGI_10005076,0.052532366,0.97416572
CGI_10006693,0.046785718,0.97416572
CGI_10012542,0.043380576,0.97416572
CGI_10012558,0.042674801,0.97416572
CGI_10020724,0.047437763,0.97416572
CGI_10021754,0.029240657,0.97416572
CGI_10022887,-0.049415816,0.97416572
CGI_10023238,-0.029867542,0.97416572
CGI_10024880,-0.049454788,0.97416572
CGI_10027463,0.031973392,0.97416572
CGI_10002781,-0.052085095,0.974200278
CGI_10011727,-0.042238828,0.974200278
CGI_10014740,-0.049095706,0.974200278
CGI_10008451,-0.043502514,0.974237906
CGI_10015319,0.051790019,0.974338657
CGI_10006515,-0.049809255,0.974509599
CGI_10022560,-0.046653369,0.974509599
CGI_10026808,0.0400068,0.974518163
CGI_10004000,0.026152453,0.974547593
CGI_10005633,-0.031749945,0.974547593
CGI_10001883,-0.04075441,0.974572518
CGI_10004170,-0.048158494,0.974572518
CGI_10004765,0.0345782,0.974572518
CGI_10005218,-0.03353062,0.974572518
CGI_10006689,0.043384525,0.974572518
CGI_10007108,0.052441697,0.974572518
CGI_10008523,-0.033025238,0.974572518
CGI_10008552,0.041219771,0.974572518
CGI_10008621,-0.049735903,0.974572518
CGI_10009129,-0.026712741,0.974572518
CGI_10009333,-0.050399435,0.974572518
CGI_10009814,-0.033918721,0.974572518
CGI_10015586,0.051912011,0.974572518
CGI_10017363,-0.052316136,0.974572518
CGI_10018978,-0.046643513,0.974572518
CGI_10021328,-0.037091376,0.974572518
CGI_10021546,0.052094375,0.974572518
CGI_10021684,0.044123182,0.974572518
CGI_10022481,-0.047072286,0.974572518
CGI_10025378,0.026347462,0.974572518
CGI_10025434,-0.037810748,0.974572518
CGI_10027730,-0.049958506,0.974572518
CGI_10000520,-0.04954453,0.974588415
CGI_10000694,0.037520996,0.974588415
CGI_10001255,0.048661236,0.974588415
CGI_10001276,0.02898266,0.974588415
CGI_10001286,0.04459079,0.974588415
CGI_10001391,-0.026474501,0.974588415
CGI_10001711,0.033905235,0.974588415
CGI_10001721,0.05077268,0.974588415
CGI_10001766,-0.02891196,0.974588415
CGI_10001803,-0.051112238,0.974588415
CGI_10002100,0.047829392,0.974588415
CGI_10002528,0.040824501,0.974588415
CGI_10002593,-0.042550602,0.974588415
CGI_10003094,0.051499953,0.974588415
CGI_10003521,0.045419317,0.974588415
CGI_10003636,0.050296059,0.974588415
CGI_10003778,-0.0379338,0.974588415
CGI_10004065,-0.049579469,0.974588415
CGI_10004134,0.051402327,0.974588415
CGI_10005012,0.034940202,0.974588415
CGI_10005303,0.019753973,0.974588415
CGI_10005317,-0.051767144,0.974588415
CGI_10005376,-0.036371786,0.974588415
CGI_10005481,0.038101868,0.974588415
CGI_10005821,-0.051114555,0.974588415
CGI_10006072,0.038369213,0.974588415
CGI_10006103,0.035754801,0.974588415
CGI_10006185,0.033355802,0.974588415
CGI_10006230,0.033531516,0.974588415
CGI_10006362,-0.023616538,0.974588415
CGI_10006694,0.049073261,0.974588415
CGI_10006743,-0.050984815,0.974588415
CGI_10006928,-0.041236958,0.974588415
CGI_10007026,0.048680098,0.974588415
CGI_10007127,0.051268151,0.974588415
CGI_10007203,0.050641352,0.974588415
CGI_10008020,0.028676535,0.974588415
CGI_10008181,0.05148307,0.974588415
CGI_10008406,-0.039217894,0.974588415
CGI_10008426,0.051229406,0.974588415
CGI_10008680,-0.032634908,0.974588415
CGI_10009069,0.031853343,0.974588415
CGI_10009096,-0.048436396,0.974588415
CGI_10009192,-0.038264143,0.974588415
CGI_10009351,-0.050154767,0.974588415
CGI_10009836,-0.024614484,0.974588415
CGI_10009868,0.046868224,0.974588415
CGI_10010163,0.021700144,0.974588415
CGI_10010704,0.04242413,0.974588415
CGI_10011061,-0.046737472,0.974588415
CGI_10011233,0.038445379,0.974588415
CGI_10011256,-0.044648147,0.974588415
CGI_10011359,-0.021306974,0.974588415
CGI_10011710,-0.038340405,0.974588415
CGI_10012222,-0.035568879,0.974588415
CGI_10012244,-0.033606559,0.974588415
CGI_10012349,-0.037494854,0.974588415
CGI_10012459,-0.041313411,0.974588415
CGI_10012595,-0.051098026,0.974588415
CGI_10013093,0.037979206,0.974588415
